"Город","Id города","StableId","X","Y","Индекс","Название","Назначение","Название слоя","Застройщики","Субъект федерации","Район области","Район","Площадь","Этажность","Количество подъездов","Количество квартир","коэф семейности 2.7","Округ","Улица1","Дом1","Улица2","Дом2","Улица3","Дом3"
"Москва","4504222397630173","4504235282602840","37.4839857806117","55.6287521767167","117133","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","18438","16","4","255","689","Юго-Западный административный округ","Тёплый Стан улица","25 к1","","","",""
"Москва","4504222397630173","4504235282602841","37.4848741245962","55.6279914927329","117133","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","18437","16","4","255","689","Юго-Западный административный округ","Тёплый Стан улица","23","","","",""
"Москва","4504222397630173","4504235282602842","37.4857712720704","55.627223068434","117133","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","18437","16","4","255","689","Юго-Западный административный округ","Тёплый Стан улица","21 к1","","","",""
"Москва","4504222397630173","4504235282602898","37.4750969508753","55.6309562824448","117133","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9509","12","3","143","386","Юго-Западный административный округ","Академика Варги улица","8","","","",""
"Москва","4504222397630173","4504235282684444","37.4920756487344","55.6435139395542","117513","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","27677","12","3","85","230","Юго-Западный административный округ","Академика Бакулева улица","1","Островитянова улица","10/1","",""
"Москва","4504222397630173","4504235282736204","37.540484062765","55.6018977723248","117463","","Жилой дом","Жилые дома","","Москва город федерального значения","","Ясенево","41926","9","18","634","1712","Юго-Западный административный округ","Паустовского улица","4","","","",""
"Москва","4504222397630173","4504235282736210","37.5429427516976","55.6002734689124","117463","","Жилой дом","Жилые дома","","Москва город федерального значения","","Ясенево","41927","9","18","639","1725","Юго-Западный административный округ","Паустовского улица","3","","","",""
"Москва","4504222397630173","4504235283006425","37.4816741458911","55.6299703481674","117133","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","40774","16","8","512","1382","Юго-Западный административный округ","Тёплый Стан улица","27","","","",""
"Москва","4504222397630173","4504235283008391","37.5515822989426","55.6029387313383","117593","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Ясенево","35877","9","16","570","1539","Юго-Западный административный округ","Новоясеневский проспект","21 к1","","","",""
"Москва","4504222397630173","4504235283015750","37.4833743872293","55.6320377322181","117133","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","42753","16","5","321","867","Юго-Западный административный округ","Академика Виноградова улица","1","","","",""
"Москва","4504222397630173","4504235283029960","37.5354492750921","55.6086739342385","117574","Новоясеневский, жилой комплекс","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Ясенево","108051","23","6","584","1577","Юго-Западный административный округ","Новоясеневский проспект","9","","","",""
"Москва","4504222397630173","4504235283044564","37.5268751251997","55.599143023328","117588","","Жилой дом","Жилые дома","","Москва город федерального значения","","Ясенево","16385","22","3","220","594","Юго-Западный административный округ","Тарусская улица","22 к3","","","",""
"Москва","4504222397630173","4504235283044566","37.53053090908","55.5983551608225","117463","","Жилой дом","Жилые дома","","Москва город федерального значения","","Ясенево","16297","22","3","220","594","Юго-Западный административный округ","Ясногорская улица","21 к3","","","",""
"Москва","4504222397630173","4504235283050021","37.5504062245727","55.6154009267016","117593","","Жилой дом","Жилые дома","","Москва город федерального значения","","Ясенево","19980","16","4","256","691","Юго-Западный административный округ","Соловьиный проезд","6","","","",""
"Москва","4504222397630173","4504235283050022","37.5486186669888","55.6160437546476","117593","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Ясенево","19976","16","4","256","691","Юго-Западный административный округ","Соловьиный проезд","4 к1","","","",""
"Москва","4504222397630173","4504235283050024","37.543528992252","55.618447300509","117593","","Жилой дом","Жилые дома","","Москва город федерального значения","","Ясенево","19978","16","4","256","691","Юго-Западный административный округ","Айвазовского улица","1","","","",""
"Москва","4504222397630173","4504235283106596","37.4857899570283","55.6336139119089","117133","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","43535","16","5","311","840","Юго-Западный административный округ","Академика Виноградова улица","9","","","",""
"Москва","4504222397630173","4504235283114407","37.4850103990247","55.6329152700886","117133","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","44677","16","5","378","1021","Юго-Западный административный округ","Академика Виноградова улица","5","","","",""
"Москва","4504222397630173","4504235312032054","37.5565611215733","55.6064389229104","117593","","Жилой дом","Жилые дома","","Москва город федерального значения","","Ясенево","19976","16","4","256","691","Юго-Западный административный округ","Соловьиный проезд","16 к1","","","",""
